224|Ridicule|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
225|101 Dalmatians|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
226|Die Hard 2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
227|Star Trek VI: The Undiscovered Country|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
228|Star Trek: The Wrath of Khan|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
229|Star Trek III: The Search for Spock|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
230|Star Trek IV: The Voyage Home|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
231|Batman Returns|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
232|Young Guns|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1
233|Under Siege|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
234|Jaws|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
235|Mars Attacks!|1|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0
236|Citizen Ruth|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
237|Jerry Maguire|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
238|Raising Arizona|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
239|Sneakers|0|0|0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0
240|Beavis and Butt-head Do America|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
241|Last of the Mohicans, The|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0
242|Kolya|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
243|Jungle2Jungle|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
244|Smilla's Sense of Snow|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
245|Devil's Own, The|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|0
246|Chasing Amy|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
247|Turbo: A Power Rangers Movie|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
248|Grosse Pointe Blank|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
249|Austin Powers: International Man of Mystery|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
250|Fifth Element, The|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
251|Shall We Dance?|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
252|Lost World: Jurassic Park, The|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0
253|Pillow Book, The|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
254|Batman & Robin|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
255|My Best Friend's Wedding|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
256|When the Cats Away|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
268|Chasing Amy|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
269|Full Monty, The|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
270|Gattaca|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|1|0|0
271|Starship Troopers|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0
272|Good Will Hunting|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
273|Heat|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
274|Sabrina|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
275|Sense and Sensibility|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
276|Leaving Las Vegas|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
277|Restoration|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
278|Bed of Roses|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
279|Once Upon a Time... When We Were Colored|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
280|Up Close and Personal|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
281|River Wild, The|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
282|Time to Kill, A|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
283|Emma|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
284|Tin Cup|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
285|Secrets & Lies|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
286|English Patient, The|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0
287|Marvin's Room|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
288|Scream|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
289|Evita|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0
290|Fierce Creatures|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
291|Absolute Power|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0
292|Rosewood|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
293|Donnie Brasco|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
294|Liar Liar|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
295|Breakdown|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
296|Promesse, La|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
297|Ulee's Gold|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
298|Face/Off|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0
299|Hoodlum|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0
300|Air Force One|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
301|In & Out|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
302|L.A. Confidential|0|0|0|0|0|1|0|0|0|1|0|0|1|0|0|1|0|0
303|Ulee's Gold|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
304|Fly Away Home|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
305|Ice Storm, The|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
306|Mrs. Brown (Her Majesty, Mrs. Brown)|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
