50214150,11778830,F,134274.33,1993-01-17,"2-HIGH",Clerk#000039533,0, final ideas. final instructions cajole fluffi
50234496,11832649,F,163952.82,1993-06-01,"3-MEDIUM",Clerk#000039928,0,s haggle above the notornis. deposits 
50254818,4686301,F,278826.21,1994-08-23,"3-MEDIUM",Clerk#000098323,0,carefully even accounts are according to th
50275333,3832096,O,189717.32,1998-01-26,"2-HIGH",Clerk#000065748,0,"lar deposits above the even accounts are along the special, sile"
50193634,14213449,F,268256.40,1992-10-24,"4-NOT SPECIFIED",Clerk#000007996,0,", ironic requests sleep furiously express dependencies. fluffil"
50214150,11778830,F,134274.33,1993-01-17,"2-HIGH",Clerk#000039533,0, final ideas. final instructions cajole fluffi
50234496,11832649,F,163952.82,1993-06-01,"3-MEDIUM",Clerk#000039928,0,s haggle above the notornis. deposits 
50254818,4686301,F,278826.21,1994-08-23,"3-MEDIUM",Clerk#000098323,0,carefully even accounts are according to th
50275333,3832096,O,189717.32,1998-01-26,"2-HIGH",Clerk#000065748,0,"lar deposits above the even accounts are along the special, sile"
50193634,14213449,F,268256.40,1992-10-24,"4-NOT SPECIFIED",Clerk#000007996,0,", ironic requests sleep furiously express dependencies. fluffil"
50214151,11790404,O,145930.90,1996-04-29,"2-HIGH",Clerk#000029919,0,ly bold requests cajole slyly regular packages. carefully ironic d
50234497,1329724,O,153409.69,1995-10-08,"4-NOT SPECIFIED",Clerk#000066299,0,ajole quickly special asymptotes. carefully final deposits cajole ironica
50254819,12636470,F,129280.36,1992-01-31,"1-URGENT",Clerk#000005936,0,"oxes. regular, regular deposits after the express, even ideas "
50275333,3832096,O,189717.32,1998-01-26,"2-HIGH",Clerk#000065748,0,"lar deposits above the even accounts are along the special, sile"
50193635,10420831,O,258491.27,1997-08-23,"3-MEDIUM",Clerk#000084437,0,sts are carefully across the bold platelets. furiously regular th
50214151,11790404,O,145930.90,1996-04-29,"2-HIGH",Clerk#000029919,0,ly bold requests cajole slyly regular packages. carefully ironic d
50234497,1329724,O,153409.69,1995-10-08,"4-NOT SPECIFIED",Clerk#000066299,0,ajole quickly special asymptotes. carefully final deposits cajole ironica
50254819,12636470,F,129280.36,1992-01-31,"1-URGENT",Clerk#000005936,0,"oxes. regular, regular deposits after the express, even ideas "
50275335,6853310,O,226201.29,1996-05-03,"2-HIGH",Clerk#000041706,0,"ld, bold accounts. bold instructions cajole fur"
50193635,10420831,O,258491.27,1997-08-23,"3-MEDIUM",Clerk#000084437,0,sts are carefully across the bold platelets. furiously regular th
50214151,11790404,O,145930.90,1996-04-29,"2-HIGH",Clerk#000029919,0,ly bold requests cajole slyly regular packages. carefully ironic d
50234497,1329724,O,153409.69,1995-10-08,"4-NOT SPECIFIED",Clerk#000066299,0,ajole quickly special asymptotes. carefully final deposits cajole ironica
50254819,12636470,F,129280.36,1992-01-31,"1-URGENT",Clerk#000005936,0,"oxes. regular, regular deposits after the express, even ideas "
50275335,6853310,O,226201.29,1996-05-03,"2-HIGH",Clerk#000041706,0,"ld, bold accounts. bold instructions cajole fur"
50193635,10420831,O,258491.27,1997-08-23,"3-MEDIUM",Clerk#000084437,0,sts are carefully across the bold platelets. furiously regular th
50214151,11790404,O,145930.90,1996-04-29,"2-HIGH",Clerk#000029919,0,ly bold requests cajole slyly regular packages. carefully ironic d
50234498,13642741,F,158803.49,1994-12-18,"1-URGENT",Clerk#000079753,0,structions sleep along the blithely regular courts. quickly regular
50254819,12636470,F,129280.36,1992-01-31,"1-URGENT",Clerk#000005936,0,"oxes. regular, regular deposits after the express, even ideas "
50275335,6853310,O,226201.29,1996-05-03,"2-HIGH",Clerk#000041706,0,"ld, bold accounts. bold instructions cajole fur"
50193635,10420831,O,258491.27,1997-08-23,"3-MEDIUM",Clerk#000084437,0,sts are carefully across the bold platelets. furiously regular th
50214151,11790404,O,145930.90,1996-04-29,"2-HIGH",Clerk#000029919,0,ly bold requests cajole slyly regular packages. carefully ironic d
50234498,13642741,F,158803.49,1994-12-18,"1-URGENT",Clerk#000079753,0,structions sleep along the blithely regular courts. quickly regular
50254819,12636470,F,129280.36,1992-01-31,"1-URGENT",Clerk#000005936,0,"oxes. regular, regular deposits after the express, even ideas "
50275335,6853310,O,226201.29,1996-05-03,"2-HIGH",Clerk#000041706,0,"ld, bold accounts. bold instructions cajole fur"
50193635,10420831,O,258491.27,1997-08-23,"3-MEDIUM",Clerk#000084437,0,sts are carefully across the bold platelets. furiously regular th
50214151,11790404,O,145930.90,1996-04-29,"2-HIGH",Clerk#000029919,0,ly bold requests cajole slyly regular packages. carefully ironic d
50234498,13642741,F,158803.49,1994-12-18,"1-URGENT",Clerk#000079753,0,structions sleep along the blithely regular courts. quickly regular
50254819,12636470,F,129280.36,1992-01-31,"1-URGENT",Clerk#000005936,0,"oxes. regular, regular deposits after the express, even ideas "
50275335,6853310,O,226201.29,1996-05-03,"2-HIGH",Clerk#000041706,0,"ld, bold accounts. bold instructions cajole fur"
50193635,10420831,O,258491.27,1997-08-23,"3-MEDIUM",Clerk#000084437,0,sts are carefully across the bold platelets. furiously regular th
50214176,11313286,O,152624.68,1996-10-18,"1-URGENT",Clerk#000041298,0,arefully ironic packages. pend
50234498,13642741,F,158803.49,1994-12-18,"1-URGENT",Clerk#000079753,0,structions sleep along the blithely regular courts. quickly regular
50254820,11147762,F,77997.05,1994-08-12,"1-URGENT",Clerk#000065947,0,ly even requests. blithely reg
50275335,6853310,O,226201.29,1996-05-03,"2-HIGH",Clerk#000041706,0,"ld, bold accounts. bold instructions cajole fur"
50193635,10420831,O,258491.27,1997-08-23,"3-MEDIUM",Clerk#000084437,0,sts are carefully across the bold platelets. furiously regular th
50214176,11313286,O,152624.68,1996-10-18,"1-URGENT",Clerk#000041298,0,arefully ironic packages. pend
50234498,13642741,F,158803.49,1994-12-18,"1-URGENT",Clerk#000079753,0,structions sleep along the blithely regular courts. quickly regular
50254820,11147762,F,77997.05,1994-08-12,"1-URGENT",Clerk#000065947,0,ly even requests. blithely reg
50275335,6853310,O,226201.29,1996-05-03,"2-HIGH",Clerk#000041706,0,"ld, bold accounts. bold instructions cajole fur"
50193636,2883212,F,104038.49,1992-12-07,"2-HIGH",Clerk#000026776,0,al packages. furiously
50214176,11313286,O,152624.68,1996-10-18,"1-URGENT",Clerk#000041298,0,arefully ironic packages. pend
50234498,13642741,F,158803.49,1994-12-18,"1-URGENT",Clerk#000079753,0,structions sleep along the blithely regular courts. quickly regular
50254820,11147762,F,77997.05,1994-08-12,"1-URGENT",Clerk#000065947,0,ly even requests. blithely reg
50275360,13575083,F,261300.42,1994-03-04,"3-MEDIUM",Clerk#000043320,0,inal packages cajole against the slyly bold dolphins. excuses behind the b
50193636,2883212,F,104038.49,1992-12-07,"2-HIGH",Clerk#000026776,0,al packages. furiously
50214176,11313286,O,152624.68,1996-10-18,"1-URGENT",Clerk#000041298,0,arefully ironic packages. pend
50234500,11470751,F,239970.80,1995-02-07,"2-HIGH",Clerk#000054690,0,sts nag blithely above the unusual courts. ca
50254820,11147762,F,77997.05,1994-08-12,"1-URGENT",Clerk#000065947,0,ly even requests. blithely reg
50275360,13575083,F,261300.42,1994-03-04,"3-MEDIUM",Clerk#000043320,0,inal packages cajole against the slyly bold dolphins. excuses behind the b
50193636,2883212,F,104038.49,1992-12-07,"2-HIGH",Clerk#000026776,0,al packages. furiously
50214179,9920017,O,258393.59,1997-09-11,"2-HIGH",Clerk#000095068,0,yly ironic requests believe above the re
50234500,11470751,F,239970.80,1995-02-07,"2-HIGH",Clerk#000054690,0,sts nag blithely above the unusual courts. ca
50254823,4244989,F,200900.30,1994-11-16,"3-MEDIUM",Clerk#000082698,0,"elets across the bold, regular packages breach about the f"
50275360,13575083,F,261300.42,1994-03-04,"3-MEDIUM",Clerk#000043320,0,inal packages cajole against the slyly bold dolphins. excuses behind the b
50193637,8128348,O,154859.89,1998-03-11,"4-NOT SPECIFIED",Clerk#000022629,0,g to the carefully final deposits wake slyly 
50214179,9920017,O,258393.59,1997-09-11,"2-HIGH",Clerk#000095068,0,yly ironic requests believe above the re
50234500,11470751,F,239970.80,1995-02-07,"2-HIGH",Clerk#000054690,0,sts nag blithely above the unusual courts. ca
50254823,4244989,F,200900.30,1994-11-16,"3-MEDIUM",Clerk#000082698,0,"elets across the bold, regular packages breach about the f"
50275360,13575083,F,261300.42,1994-03-04,"3-MEDIUM",Clerk#000043320,0,inal packages cajole against the slyly bold dolphins. excuses behind the b
50193637,8128348,O,154859.89,1998-03-11,"4-NOT SPECIFIED",Clerk#000022629,0,g to the carefully final deposits wake slyly 
50214179,9920017,O,258393.59,1997-09-11,"2-HIGH",Clerk#000095068,0,yly ironic requests believe above the re
50234500,11470751,F,239970.80,1995-02-07,"2-HIGH",Clerk#000054690,0,sts nag blithely above the unusual courts. ca
50254823,4244989,F,200900.30,1994-11-16,"3-MEDIUM",Clerk#000082698,0,"elets across the bold, regular packages breach about the f"
50275360,13575083,F,261300.42,1994-03-04,"3-MEDIUM",Clerk#000043320,0,inal packages cajole against the slyly bold dolphins. excuses behind the b
50193637,8128348,O,154859.89,1998-03-11,"4-NOT SPECIFIED",Clerk#000022629,0,g to the carefully final deposits wake slyly 
50214179,9920017,O,258393.59,1997-09-11,"2-HIGH",Clerk#000095068,0,yly ironic requests believe above the re
50234500,11470751,F,239970.80,1995-02-07,"2-HIGH",Clerk#000054690,0,sts nag blithely above the unusual courts. ca
50254823,4244989,F,200900.30,1994-11-16,"3-MEDIUM",Clerk#000082698,0,"elets across the bold, regular packages breach about the f"
50275360,13575083,F,261300.42,1994-03-04,"3-MEDIUM",Clerk#000043320,0,inal packages cajole against the slyly bold dolphins. excuses behind the b
50193637,8128348,O,154859.89,1998-03-11,"4-NOT SPECIFIED",Clerk#000022629,0,g to the carefully final deposits wake slyly 
50214179,9920017,O,258393.59,1997-09-11,"2-HIGH",Clerk#000095068,0,yly ironic requests believe above the re
50234500,11470751,F,239970.80,1995-02-07,"2-HIGH",Clerk#000054690,0,sts nag blithely above the unusual courts. ca
50254823,4244989,F,200900.30,1994-11-16,"3-MEDIUM",Clerk#000082698,0,"elets across the bold, regular packages breach about the f"
50275361,6411262,O,123069.16,1998-07-19,"1-URGENT",Clerk#000078848,0,y regular deposits according to the pending pinto beans wake bl
50193638,8119111,F,95097.43,1993-01-10,"4-NOT SPECIFIED",Clerk#000024067,0," blithely even deposits boost above the special, regular pinto beans. blithely"
50214179,9920017,O,258393.59,1997-09-11,"2-HIGH",Clerk#000095068,0,yly ironic requests believe above the re
50234501,8899916,O,215547.62,1995-10-14,"2-HIGH",Clerk#000066629,0,finally final packages. slyly regular packages cajole furiously bol
50254823,4244989,F,200900.30,1994-11-16,"3-MEDIUM",Clerk#000082698,0,"elets across the bold, regular packages breach about the f"
50275361,6411262,O,123069.16,1998-07-19,"1-URGENT",Clerk#000078848,0,y regular deposits according to the pending pinto beans wake bl
50193638,8119111,F,95097.43,1993-01-10,"4-NOT SPECIFIED",Clerk#000024067,0," blithely even deposits boost above the special, regular pinto beans. blithely"
50214179,9920017,O,258393.59,1997-09-11,"2-HIGH",Clerk#000095068,0,yly ironic requests believe above the re
50234501,8899916,O,215547.62,1995-10-14,"2-HIGH",Clerk#000066629,0,finally final packages. slyly regular packages cajole furiously bol
50254849,3581707,F,93653.89,1992-01-22,"4-NOT SPECIFIED",Clerk#000062246,0,en dolphins across the bold deposits boost above the instructions. even foxe
50275361,6411262,O,123069.16,1998-07-19,"1-URGENT",Clerk#000078848,0,y regular deposits according to the pending pinto beans wake bl
50193638,8119111,F,95097.43,1993-01-10,"4-NOT SPECIFIED",Clerk#000024067,0," blithely even deposits boost above the special, regular pinto beans. blithely"
50214180,716285,F,252944.43,1992-12-11,"1-URGENT",Clerk#000095509,0,special accounts against the fluffily ironic not
50234501,8899916,O,215547.62,1995-10-14,"2-HIGH",Clerk#000066629,0,finally final packages. slyly regular packages cajole furiously bol
50254849,3581707,F,93653.89,1992-01-22,"4-NOT SPECIFIED",Clerk#000062246,0,en dolphins across the bold deposits boost above the instructions. even foxe
50275361,6411262,O,123069.16,1998-07-19,"1-URGENT",Clerk#000078848,0,y regular deposits according to the pending pinto beans wake bl
50193639,2877481,O,348854.70,1997-03-18,"3-MEDIUM",Clerk#000082445,0,requests among the asymptotes detect regularly unusual pinto beans. fina
50214180,716285,F,252944.43,1992-12-11,"1-URGENT",Clerk#000095509,0,special accounts against the fluffily ironic not
50234501,8899916,O,215547.62,1995-10-14,"2-HIGH",Clerk#000066629,0,finally final packages. slyly regular packages cajole furiously bol
50254849,3581707,F,93653.89,1992-01-22,"4-NOT SPECIFIED",Clerk#000062246,0,en dolphins across the bold deposits boost above the instructions. even foxe
50275362,9065512,F,107483.51,1992-03-21,"5-LOW",Clerk#000085057,0, deposits. carefully ironic requests 
50193639,2877481,O,348854.70,1997-03-18,"3-MEDIUM",Clerk#000082445,0,requests among the asymptotes detect regularly unusual pinto beans. fina
50214180,716285,F,252944.43,1992-12-11,"1-URGENT",Clerk#000095509,0,special accounts against the fluffily ironic not
50234501,8899916,O,215547.62,1995-10-14,"2-HIGH",Clerk#000066629,0,finally final packages. slyly regular packages cajole furiously bol
50254851,8284312,F,127603.96,1994-10-06,"3-MEDIUM",Clerk#000027206,0,gular packages should mold furiously she
50275362,9065512,F,107483.51,1992-03-21,"5-LOW",Clerk#000085057,0, deposits. carefully ironic requests 
50193639,2877481,O,348854.70,1997-03-18,"3-MEDIUM",Clerk#000082445,0,requests among the asymptotes detect regularly unusual pinto beans. fina
50214180,716285,F,252944.43,1992-12-11,"1-URGENT",Clerk#000095509,0,special accounts against the fluffily ironic not
50234501,8899916,O,215547.62,1995-10-14,"2-HIGH",Clerk#000066629,0,finally final packages. slyly regular packages cajole furiously bol
50254851,8284312,F,127603.96,1994-10-06,"3-MEDIUM",Clerk#000027206,0,gular packages should mold furiously she
50275362,9065512,F,107483.51,1992-03-21,"5-LOW",Clerk#000085057,0, deposits. carefully ironic requests 
50193639,2877481,O,348854.70,1997-03-18,"3-MEDIUM",Clerk#000082445,0,requests among the asymptotes detect regularly unusual pinto beans. fina
50214180,716285,F,252944.43,1992-12-11,"1-URGENT",Clerk#000095509,0,special accounts against the fluffily ironic not
50234502,886258,F,162274.85,1992-11-23,"3-MEDIUM",Clerk#000022203,0, deposits. carefully special requests lose silently final requ
50254851,8284312,F,127603.96,1994-10-06,"3-MEDIUM",Clerk#000027206,0,gular packages should mold furiously she
50275363,9060016,F,168564.83,1992-10-24,"2-HIGH",Clerk#000040010,0,fully careful attainments. furio
50193639,2877481,O,348854.70,1997-03-18,"3-MEDIUM",Clerk#000082445,0,requests among the asymptotes detect regularly unusual pinto beans. fina
50214180,716285,F,252944.43,1992-12-11,"1-URGENT",Clerk#000095509,0,special accounts against the fluffily ironic not
50234502,886258,F,162274.85,1992-11-23,"3-MEDIUM",Clerk#000022203,0, deposits. carefully special requests lose silently final requ
50254851,8284312,F,127603.96,1994-10-06,"3-MEDIUM",Clerk#000027206,0,gular packages should mold furiously she
50275363,9060016,F,168564.83,1992-10-24,"2-HIGH",Clerk#000040010,0,fully careful attainments. furio
50193639,2877481,O,348854.70,1997-03-18,"3-MEDIUM",Clerk#000082445,0,requests among the asymptotes detect regularly unusual pinto beans. fina
50214180,716285,F,252944.43,1992-12-11,"1-URGENT",Clerk#000095509,0,special accounts against the fluffily ironic not
50234502,886258,F,162274.85,1992-11-23,"3-MEDIUM",Clerk#000022203,0, deposits. carefully special requests lose silently final requ
50254851,8284312,F,127603.96,1994-10-06,"3-MEDIUM",Clerk#000027206,0,gular packages should mold furiously she
50275363,9060016,F,168564.83,1992-10-24,"2-HIGH",Clerk#000040010,0,fully careful attainments. furio
50193639,2877481,O,348854.70,1997-03-18,"3-MEDIUM",Clerk#000082445,0,requests among the asymptotes detect regularly unusual pinto beans. fina
50214181,8595428,O,107723.01,1997-07-30,"3-MEDIUM",Clerk#000008949,0,"quickly even ideas. final, f"
50234502,886258,F,162274.85,1992-11-23,"3-MEDIUM",Clerk#000022203,0, deposits. carefully special requests lose silently final requ
50254852,4420855,O,145133.72,1995-08-06,"3-MEDIUM",Clerk#000043952,0,beans. slyly final excuses wake regul
50275364,6660451,O,249473.11,1996-07-03,"4-NOT SPECIFIED",Clerk#000045809,0,ending ideas solve slyly! fina
50193664,1800142,F,99943.15,1995-02-24,"3-MEDIUM",Clerk#000040352,0,"ully. pending, pending platelets affix among the blithely pending instructio"
50214181,8595428,O,107723.01,1997-07-30,"3-MEDIUM",Clerk#000008949,0,"quickly even ideas. final, f"
50234502,886258,F,162274.85,1992-11-23,"3-MEDIUM",Clerk#000022203,0, deposits. carefully special requests lose silently final requ
50254852,4420855,O,145133.72,1995-08-06,"3-MEDIUM",Clerk#000043952,0,beans. slyly final excuses wake regul
50275364,6660451,O,249473.11,1996-07-03,"4-NOT SPECIFIED",Clerk#000045809,0,ending ideas solve slyly! fina
50193664,1800142,F,99943.15,1995-02-24,"3-MEDIUM",Clerk#000040352,0,"ully. pending, pending platelets affix among the blithely pending instructio"
50214181,8595428,O,107723.01,1997-07-30,"3-MEDIUM",Clerk#000008949,0,"quickly even ideas. final, f"
50234502,886258,F,162274.85,1992-11-23,"3-MEDIUM",Clerk#000022203,0, deposits. carefully special requests lose silently final requ
50254852,4420855,O,145133.72,1995-08-06,"3-MEDIUM",Clerk#000043952,0,beans. slyly final excuses wake regul
50275364,6660451,O,249473.11,1996-07-03,"4-NOT SPECIFIED",Clerk#000045809,0,ending ideas solve slyly! fina
50193665,14976598,F,99262.09,1994-06-02,"5-LOW",Clerk#000081863,0,uts. blithely enticing instructions are slyly blit
50214181,8595428,O,107723.01,1997-07-30,"3-MEDIUM",Clerk#000008949,0,"quickly even ideas. final, f"
50234502,886258,F,162274.85,1992-11-23,"3-MEDIUM",Clerk#000022203,0, deposits. carefully special requests lose silently final requ
50254852,4420855,O,145133.72,1995-08-06,"3-MEDIUM",Clerk#000043952,0,beans. slyly final excuses wake regul
50275364,6660451,O,249473.11,1996-07-03,"4-NOT SPECIFIED",Clerk#000045809,0,ending ideas solve slyly! fina
50193665,14976598,F,99262.09,1994-06-02,"5-LOW",Clerk#000081863,0,uts. blithely enticing instructions are slyly blit
50214181,8595428,O,107723.01,1997-07-30,"3-MEDIUM",Clerk#000008949,0,"quickly even ideas. final, f"
50234503,337565,O,186269.91,1998-01-29,"1-URGENT",Clerk#000052426,0, to the ironic requests. blithely ironic pint
50254852,4420855,O,145133.72,1995-08-06,"3-MEDIUM",Clerk#000043952,0,beans. slyly final excuses wake regul
50275364,6660451,O,249473.11,1996-07-03,"4-NOT SPECIFIED",Clerk#000045809,0,ending ideas solve slyly! fina
50193665,14976598,F,99262.09,1994-06-02,"5-LOW",Clerk#000081863,0,uts. blithely enticing instructions are slyly blit
50214183,13516882,O,299988.70,1996-03-30,"4-NOT SPECIFIED",Clerk#000095499,0,ly even excuses cajole furiously beside the blithely ironic acc
50234503,337565,O,186269.91,1998-01-29,"1-URGENT",Clerk#000052426,0, to the ironic requests. blithely ironic pint
50254854,11241728,O,155650.51,1996-10-18,"3-MEDIUM",Clerk#000039468,0,tions. carefully pending deposits integrate fluf
50275364,6660451,O,249473.11,1996-07-03,"4-NOT SPECIFIED",Clerk#000045809,0,ending ideas solve slyly! fina
50193665,14976598,F,99262.09,1994-06-02,"5-LOW",Clerk#000081863,0,uts. blithely enticing instructions are slyly blit
50214183,13516882,O,299988.70,1996-03-30,"4-NOT SPECIFIED",Clerk#000095499,0,ly even excuses cajole furiously beside the blithely ironic acc
50234503,337565,O,186269.91,1998-01-29,"1-URGENT",Clerk#000052426,0, to the ironic requests. blithely ironic pint
50254854,11241728,O,155650.51,1996-10-18,"3-MEDIUM",Clerk#000039468,0,tions. carefully pending deposits integrate fluf
50275364,6660451,O,249473.11,1996-07-03,"4-NOT SPECIFIED",Clerk#000045809,0,ending ideas solve slyly! fina
50193665,14976598,F,99262.09,1994-06-02,"5-LOW",Clerk#000081863,0,uts. blithely enticing instructions are slyly blit
50214183,13516882,O,299988.70,1996-03-30,"4-NOT SPECIFIED",Clerk#000095499,0,ly even excuses cajole furiously beside the blithely ironic acc
50234503,337565,O,186269.91,1998-01-29,"1-URGENT",Clerk#000052426,0, to the ironic requests. blithely ironic pint
50254854,11241728,O,155650.51,1996-10-18,"3-MEDIUM",Clerk#000039468,0,tions. carefully pending deposits integrate fluf
50275365,12199142,F,202354.58,1995-02-13,"5-LOW",Clerk#000009057,0,al dolphins. carefully ironic packages w
50193666,11675053,O,105418.79,1997-11-09,"2-HIGH",Clerk#000069209,0,arefully alongside of the fluffi
50214183,13516882,O,299988.70,1996-03-30,"4-NOT SPECIFIED",Clerk#000095499,0,ly even excuses cajole furiously beside the blithely ironic acc
50234528,3439129,F,159697.83,1994-06-08,"4-NOT SPECIFIED",Clerk#000011583,0,ronic packages. ironic deposits wake 
50254854,11241728,O,155650.51,1996-10-18,"3-MEDIUM",Clerk#000039468,0,tions. carefully pending deposits integrate fluf
50275365,12199142,F,202354.58,1995-02-13,"5-LOW",Clerk#000009057,0,al dolphins. carefully ironic packages w
50193666,11675053,O,105418.79,1997-11-09,"2-HIGH",Clerk#000069209,0,arefully alongside of the fluffi
50214183,13516882,O,299988.70,1996-03-30,"4-NOT SPECIFIED",Clerk#000095499,0,ly even excuses cajole furiously beside the blithely ironic acc
50234528,3439129,F,159697.83,1994-06-08,"4-NOT SPECIFIED",Clerk#000011583,0,ronic packages. ironic deposits wake 
50254880,14019002,O,106813.43,1997-11-13,"4-NOT SPECIFIED",Clerk#000076749,0, instructions wake furiously around the blithely pending i
50275365,12199142,F,202354.58,1995-02-13,"5-LOW",Clerk#000009057,0,al dolphins. carefully ironic packages w
50193667,7592407,O,79820.65,1997-10-09,"5-LOW",Clerk#000081898,0,ing foxes. quickly special pinto beans after 
50214183,13516882,O,299988.70,1996-03-30,"4-NOT SPECIFIED",Clerk#000095499,0,ly even excuses cajole furiously beside the blithely ironic acc
50234528,3439129,F,159697.83,1994-06-08,"4-NOT SPECIFIED",Clerk#000011583,0,ronic packages. ironic deposits wake 
50254880,14019002,O,106813.43,1997-11-13,"4-NOT SPECIFIED",Clerk#000076749,0, instructions wake furiously around the blithely pending i
50275365,12199142,F,202354.58,1995-02-13,"5-LOW",Clerk#000009057,0,al dolphins. carefully ironic packages w
50193667,7592407,O,79820.65,1997-10-09,"5-LOW",Clerk#000081898,0,ing foxes. quickly special pinto beans after 
50214208,3221152,F,229637.53,1992-08-05,"3-MEDIUM",Clerk#000050217,0,the blithely pending grouches be
50234528,3439129,F,159697.83,1994-06-08,"4-NOT SPECIFIED",Clerk#000011583,0,ronic packages. ironic deposits wake 
50254880,14019002,O,106813.43,1997-11-13,"4-NOT SPECIFIED",Clerk#000076749,0, instructions wake furiously around the blithely pending i
50275366,10978324,O,135639.67,1997-12-18,"2-HIGH",Clerk#000013908,0,bold packages. slyl
50193667,7592407,O,79820.65,1997-10-09,"5-LOW",Clerk#000081898,0,ing foxes. quickly special pinto beans after 
50214208,3221152,F,229637.53,1992-08-05,"3-MEDIUM",Clerk#000050217,0,the blithely pending grouches be
50234529,6419875,F,162288.72,1994-10-23,"1-URGENT",Clerk#000065914,0,posits. slyly ironic dependencies do integrate against the deposits. neve
50254880,14019002,O,106813.43,1997-11-13,"4-NOT SPECIFIED",Clerk#000076749,0, instructions wake furiously around the blithely pending i
50275366,10978324,O,135639.67,1997-12-18,"2-HIGH",Clerk#000013908,0,bold packages. slyl
50193669,1976257,F,188177.95,1994-07-24,"1-URGENT",Clerk#000024558,0,sits are carefully according to the pinto beans. furiously silent platele
50214208,3221152,F,229637.53,1992-08-05,"3-MEDIUM",Clerk#000050217,0,the blithely pending grouches be
50234529,6419875,F,162288.72,1994-10-23,"1-URGENT",Clerk#000065914,0,posits. slyly ironic dependencies do integrate against the deposits. neve
50254880,14019002,O,106813.43,1997-11-13,"4-NOT SPECIFIED",Clerk#000076749,0, instructions wake furiously around the blithely pending i
50275366,10978324,O,135639.67,1997-12-18,"2-HIGH",Clerk#000013908,0,bold packages. slyl
50193669,1976257,F,188177.95,1994-07-24,"1-URGENT",Clerk#000024558,0,sits are carefully according to the pinto beans. furiously silent platele
50214208,3221152,F,229637.53,1992-08-05,"3-MEDIUM",Clerk#000050217,0,the blithely pending grouches be
50234529,6419875,F,162288.72,1994-10-23,"1-URGENT",Clerk#000065914,0,posits. slyly ironic dependencies do integrate against the deposits. neve
50254883,14692337,P,97312.05,1995-04-06,"4-NOT SPECIFIED",Clerk#000024193,0,t nod after the quickly regular brai
50275366,10978324,O,135639.67,1997-12-18,"2-HIGH",Clerk#000013908,0,bold packages. slyl
50193669,1976257,F,188177.95,1994-07-24,"1-URGENT",Clerk#000024558,0,sits are carefully according to the pinto beans. furiously silent platele
50214208,3221152,F,229637.53,1992-08-05,"3-MEDIUM",Clerk#000050217,0,the blithely pending grouches be
50234530,3831940,O,130569.28,1997-05-27,"2-HIGH",Clerk#000006431,0,yly. carefully even 
50254883,14692337,P,97312.05,1995-04-06,"4-NOT SPECIFIED",Clerk#000024193,0,t nod after the quickly regular brai
50275367,12670561,F,156949.74,1992-12-17,"2-HIGH",Clerk#000045003,0,ntain quickly ironic packages. deposits dazzle carefully bold in
50193669,1976257,F,188177.95,1994-07-24,"1-URGENT",Clerk#000024558,0,sits are carefully according to the pinto beans. furiously silent platele
50214208,3221152,F,229637.53,1992-08-05,"3-MEDIUM",Clerk#000050217,0,the blithely pending grouches be
50234530,3831940,O,130569.28,1997-05-27,"2-HIGH",Clerk#000006431,0,yly. carefully even 
50254883,14692337,P,97312.05,1995-04-06,"4-NOT SPECIFIED",Clerk#000024193,0,t nod after the quickly regular brai
