50238592,17126109,126110,1,46.00,52175.50,0.06,0.08,N,O,1995-11-13,1995-12-05,1995-11-18,TAKE BACK RETURN,RAIL, special packages detect pint
50224450,12484332,234369,5,35.00,46049.85,0.08,0.04,N,O,1998-08-10,1998-09-21,1998-09-07,TAKE BACK RETURN,TRUCK,as sleep quiet instructi
50195810,11389844,389845,2,15.00,28999.20,0.07,0.07,R,F,1993-10-29,1993-12-26,1993-11-14,DELIVER IN PERSON,SHIP,fully regular s
50201763,6744884,994891,4,8.00,15428.40,0.07,0.03,A,F,1995-01-08,1995-02-03,1995-01-31,COLLECT COD,SHIP,wake blithely above the fluffily regu
50258947,16011656,761705,3,23.00,36037.55,0.09,0.01,R,F,1994-01-28,1994-01-24,1994-02-01,DELIVER IN PERSON,MAIL, bold accounts. care
50240673,19350213,850252,4,17.00,21458.25,0.02,0.04,N,O,1997-04-22,1997-04-18,1997-05-09,DELIVER IN PERSON,AIR,eposits after the regular deposits use 
50226468,6936370,186377,1,16.00,22496.48,0.02,0.00,R,F,1994-11-27,1994-09-19,1994-12-25,NONE,TRUCK,ly special foxes. 
50197860,6987921,737940,1,35.00,70300.30,0.04,0.07,A,F,1993-04-13,1993-02-18,1993-05-09,TAKE BACK RETURN,AIR,lyly pending orbits. even pa
50203815,5162099,162100,3,1.00,1160.84,0.05,0.00,N,O,1998-07-20,1998-07-18,1998-08-08,TAKE BACK RETURN,AIR,ding theodolites cajo
50263076,8393364,393365,2,30.00,43708.50,0.02,0.00,R,F,1994-09-07,1994-06-28,1994-10-06,COLLECT COD,RAIL,press requests. furiously regular
50244736,12144639,894676,6,31.00,52173.93,0.06,0.00,A,F,1992-09-22,1992-09-24,1992-10-01,COLLECT COD,SHIP,s nag slyly. f
50228423,15783716,533762,3,36.00,64761.48,0.08,0.02,N,O,1998-08-06,1998-07-26,1998-08-20,NONE,MAIL,r foxes along the f
50199911,9425896,425897,2,2.00,3642.84,0.09,0.02,N,O,1997-06-03,1997-04-09,1997-06-07,NONE,RAIL,ully even asymptotes are acro
50207847,16534934,284983,2,40.00,78724.40,0.10,0.07,A,F,1993-12-11,1993-11-22,1993-12-24,NONE,SHIP,s. carefully pending pinto bea
50265126,14300925,50968,1,34.00,65457.14,0.08,0.04,N,O,1998-06-01,1998-04-24,1998-07-01,NONE,TRUCK,uffily final in
50246695,10584276,834287,3,42.00,57109.50,0.10,0.06,N,O,1996-01-21,1995-11-25,1996-01-31,DELIVER IN PERSON,TRUCK, integrate slyly. carefully 
50232551,3296287,296288,3,25.00,32078.00,0.09,0.06,A,F,1992-05-11,1992-04-18,1992-06-07,TAKE BACK RETURN,AIR,. quickly special noto
50201958,9794321,794322,3,1.00,1414.84,0.05,0.00,N,O,1998-06-06,1998-05-12,1998-06-18,DELIVER IN PERSON,SHIP,y. silent pinto bea
50209958,8087701,337710,1,18.00,30389.40,0.01,0.07,R,F,1994-05-08,1994-05-26,1994-05-27,DELIVER IN PERSON,TRUCK,bold dependencies dazzle furiou
50267202,13155812,655839,1,39.00,72819.24,0.01,0.02,A,F,1992-05-21,1992-05-26,1992-06-06,COLLECT COD,MAIL,nts. express realm
50248805,2864706,114709,4,20.00,33411.20,0.04,0.08,A,F,1993-10-03,1993-09-04,1993-10-07,TAKE BACK RETURN,SHIP,"cial, special foxes. ironic"
50234567,9382817,132845,4,15.00,28490.25,0.02,0.08,N,O,1995-06-28,1995-08-04,1995-07-05,DELIVER IN PERSON,MAIL,. carefully exp
50204004,14677029,427072,2,28.00,28148.12,0.00,0.04,A,F,1993-12-17,1993-12-07,1994-01-02,DELIVER IN PERSON,FOB,xes sleep quickly across the ironic 
50212098,10986792,236803,3,9.00,16904.25,0.09,0.04,N,O,1996-10-16,1996-12-26,1996-11-13,COLLECT COD,MAIL,"ts. final, even deposits cajole."
50269248,9798504,798505,1,43.00,68886.86,0.05,0.02,N,O,1998-05-12,1998-04-12,1998-05-16,TAKE BACK RETURN,TRUCK,sual dependencies impress fl
50250855,5129320,379326,2,8.00,10792.56,0.01,0.02,N,O,1996-01-08,1996-02-05,1996-01-12,TAKE BACK RETURN,RAIL,"ully final, unusual platelets. platelets "
50236640,11868822,118834,1,32.00,57287.36,0.04,0.05,A,F,1992-05-21,1992-07-24,1992-05-25,NONE,FOB,luffily. bl
50206019,6554210,54223,6,35.00,44236.15,0.09,0.05,N,O,1996-11-10,1996-11-26,1996-11-26,NONE,TRUCK, carefully! deposits wake carefully at 
50214146,18789766,289803,1,41.00,76048.03,0.07,0.05,R,F,1992-12-25,1993-02-02,1993-01-19,TAKE BACK RETURN,REG AIR, about the blithel
50271233,9533358,533359,1,21.00,29208.48,0.10,0.08,A,F,1993-10-08,1993-11-07,1993-11-02,NONE,MAIL,ieve. slyly regular deposits slee
50252866,5627323,877329,3,12.00,15000.48,0.01,0.05,R,F,1994-12-29,1994-11-15,1995-01-21,COLLECT COD,FOB,"counts nag. regular, ironic pains detect "
50238629,12364572,364573,1,21.00,34355.16,0.10,0.02,N,O,1996-07-21,1996-09-14,1996-08-16,TAKE BACK RETURN,MAIL,s. quickly regular deposit
50208032,14674623,424666,2,32.00,51100.48,0.07,0.07,N,O,1997-02-16,1997-03-04,1997-03-04,COLLECT COD,REG AIR,ely carefully
50218213,12987327,237340,1,21.00,29687.28,0.07,0.06,N,O,1998-02-01,1998-03-20,1998-02-21,COLLECT COD,MAIL,eans use slyly. ironi
50273284,17187472,437490,3,50.00,77931.00,0.05,0.05,N,O,1995-12-21,1995-12-18,1995-12-23,TAKE BACK RETURN,MAIL,t dolphins sleep bl
50254913,13574281,74308,5,9.00,12191.49,0.00,0.06,N,O,1996-06-27,1996-06-09,1996-07-08,NONE,SHIP,. waters cajole fluffily. quickly
50240708,1990972,740976,6,40.00,82515.20,0.07,0.01,R,F,1995-04-04,1995-02-13,1995-04-05,COLLECT COD,TRUCK,". express, express orbits among"
50210176,7810406,60414,1,17.00,22372.17,0.04,0.05,R,F,1994-11-25,1995-01-17,1994-12-10,COLLECT COD,TRUCK,- carefully even a
50220262,17885713,635765,2,45.00,76401.90,0.00,0.00,N,O,1995-12-13,1995-11-14,1995-12-30,NONE,TRUCK, furiously enticingly even platelets. sly
50275361,12203520,703545,1,39.00,55493.49,0.03,0.08,N,O,1998-08-11,1998-09-21,1998-08-25,DELIVER IN PERSON,MAIL,ously deposits. regular foxes must detect e
50256903,6847818,347831,2,21.00,37074.87,0.09,0.03,A,F,1994-08-14,1994-08-10,1994-08-24,NONE,SHIP,ce the foxes. fluffily regular asy
50242695,10283535,533546,5,10.00,15180.20,0.00,0.06,N,O,1998-08-31,1998-07-20,1998-09-02,TAKE BACK RETURN,AIR, accounts. slyly regular pinto beans wake
50212289,17585274,585275,1,4.00,5433.60,0.06,0.07,N,O,1997-12-09,1998-01-31,1998-01-03,NONE,RAIL, accounts wake carefully. platele
50222306,19724709,724710,6,15.00,25990.80,0.01,0.06,N,O,1995-10-28,1995-10-07,1995-10-31,TAKE BACK RETURN,REG AIR,iously. final de
50277349,18675182,675183,2,22.00,25437.50,0.07,0.01,N,O,1998-04-18,1998-04-05,1998-05-03,COLLECT COD,MAIL,ns nag furiously about th
50258983,8603557,603558,5,31.00,45263.72,0.01,0.00,N,O,1997-12-12,1998-01-02,1998-01-03,NONE,MAIL,regular instructions. slyly fi
50244772,18777455,27474,2,7.00,10720.64,0.07,0.07,A,F,1993-10-14,1993-10-21,1993-11-12,TAKE BACK RETURN,SHIP, to the even deposits. blithely ironi
50214306,5707194,207205,5,45.00,54040.95,0.03,0.03,A,F,1993-10-18,1993-08-22,1993-11-16,DELIVER IN PERSON,TRUCK,across the qu
50224320,15450179,700195,6,43.00,48521.20,0.07,0.08,N,O,1998-06-02,1998-04-12,1998-06-17,NONE,AIR,al dugouts. fluffily bold foxes above 
50279392,19375567,625587,4,42.00,68947.20,0.06,0.00,N,F,1995-06-12,1995-04-22,1995-07-05,NONE,RAIL,iously bli
50263139,12353036,353037,1,43.00,46802.06,0.07,0.04,N,O,1997-05-06,1997-06-21,1997-05-31,DELIVER IN PERSON,REG AIR,p bravely according to the enti
50246756,9370093,620103,1,48.00,55806.24,0.08,0.03,N,O,1996-07-08,1996-05-10,1996-07-26,NONE,FOB,he furiously final packag
50216325,15309268,59314,5,4.00,5106.00,0.05,0.04,N,O,1996-07-20,1996-05-11,1996-08-19,DELIVER IN PERSON,RAIL, against the quickly final 
50226339,3077360,327364,3,12.00,16046.52,0.02,0.01,N,O,1997-10-18,1997-12-14,1997-11-12,COLLECT COD,REG AIR,heodolites. blithely even instru
50281446,12401110,401111,3,7.00,7073.43,0.02,0.06,A,F,1993-09-23,1993-09-17,1993-10-09,DELIVER IN PERSON,SHIP,ithely across the sl
50265185,8847905,97914,2,13.00,24081.98,0.09,0.06,R,F,1993-04-09,1993-06-18,1993-04-10,COLLECT COD,REG AIR,inal pinto beans wake f
50248866,11697710,447744,3,50.00,85356.50,0.09,0.00,A,F,1992-08-27,1992-09-30,1992-09-21,COLLECT COD,REG AIR,olites. ironic foxes may doze. slyly si
50218407,259598,759599,3,33.00,51400.14,0.06,0.01,N,O,1995-12-12,1996-01-07,1995-12-23,DELIVER IN PERSON,RAIL,ing accounts cajole carefu
50228293,13169583,419597,2,32.00,52861.76,0.07,0.03,N,O,1997-06-27,1997-09-01,1997-07-27,DELIVER IN PERSON,FOB,otes. slyly regular packag
50285575,4229699,979712,3,29.00,47225.92,0.00,0.01,A,F,1994-03-23,1994-04-23,1994-04-08,NONE,TRUCK, boost among the carefully even foxes. f
50267236,18077959,77960,3,16.00,30976.80,0.07,0.02,A,F,1995-05-05,1995-03-22,1995-05-27,TAKE BACK RETURN,RAIL,efully. slyly final foxes use slyly
50250914,8220221,220222,6,12.00,13689.72,0.05,0.03,A,F,1993-12-13,1993-11-23,1994-01-08,NONE,TRUCK,nusual packages are. special packages w
50220482,989325,239326,5,10.00,14142.80,0.10,0.06,N,O,1997-04-16,1997-04-17,1997-05-03,NONE,REG AIR,regular pinto beans. slyl
50230342,16915516,665565,1,32.00,48981.44,0.06,0.05,N,O,1997-12-24,1997-11-23,1998-01-05,COLLECT COD,TRUCK, boost according to the fu
50287557,19078299,328319,4,7.00,8934.38,0.08,0.01,N,O,1996-08-03,1996-09-19,1996-08-21,NONE,RAIL,iously about the sp
50269283,10573372,323403,5,31.00,44790.35,0.00,0.01,R,F,1993-04-11,1993-05-13,1993-05-01,NONE,REG AIR,"refully. special, "
50252903,14047907,547936,1,4.00,7416.80,0.05,0.02,N,O,1998-03-03,1998-03-12,1998-03-04,COLLECT COD,RAIL, final foxes use. regular dinos are: 
50222468,2824223,324228,4,36.00,41294.88,0.04,0.01,N,O,1998-03-23,1998-02-20,1998-03-24,TAKE BACK RETURN,SHIP,jole. quic
